2025-08-16 16:51:50,443 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_1.png
2025-08-21 21:33:48,718 | INFO | load_mat_for_subject | Loaded MAT for S13 from D:\FYP\DATA_preproc\S13_data_preproc.mat
2025-08-21 21:33:48,942 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:33:49,083 | INFO | load_subject | Loaded subject S13: EEG (66, 192000), two_streams=True
2025-08-21 21:33:49,264 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:33:49,305 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-08-21 21:33:50,683 | INFO | load_mat_for_subject | Loaded MAT for S14 from D:\FYP\DATA_preproc\S14_data_preproc.mat
2025-08-21 21:33:50,906 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:33:51,043 | INFO | load_subject | Loaded subject S14: EEG (66, 192000), two_streams=True
2025-08-21 21:33:51,196 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:33:51,230 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:33:52,548 | INFO | load_mat_for_subject | Loaded MAT for S15 from D:\FYP\DATA_preproc\S15_data_preproc.mat
2025-08-21 21:33:52,771 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:33:52,904 | INFO | load_subject | Loaded subject S15: EEG (66, 192000), two_streams=True
2025-08-21 21:33:53,058 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:33:53,092 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-21 21:33:54,395 | INFO | load_mat_for_subject | Loaded MAT for S16 from D:\FYP\DATA_preproc\S16_data_preproc.mat
2025-08-21 21:33:54,614 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:33:54,745 | INFO | load_subject | Loaded subject S16: EEG (66, 192000), two_streams=True
2025-08-21 21:33:54,904 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:33:54,939 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:33:56,213 | INFO | load_mat_for_subject | Loaded MAT for S17 from D:\FYP\DATA_preproc\S17_data_preproc.mat
2025-08-21 21:33:56,445 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:33:56,589 | INFO | load_subject | Loaded subject S17: EEG (66, 192000), two_streams=True
2025-08-21 21:33:56,747 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:33:56,782 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-08-21 21:33:58,104 | INFO | load_mat_for_subject | Loaded MAT for S18 from D:\FYP\DATA_preproc\S18_data_preproc.mat
2025-08-21 21:33:58,326 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:33:58,456 | INFO | load_subject | Loaded subject S18: EEG (66, 192000), two_streams=True
2025-08-21 21:33:58,613 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:33:58,647 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.367, B%=0.633
2025-08-21 21:34:24,882 | INFO | load_mat_for_subject | Loaded MAT for S1 from D:\FYP\DATA_preproc\S1_data_preproc.mat
2025-08-21 21:34:25,121 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:25,263 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-21 21:34:25,434 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:25,479 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-21 21:34:26,881 | INFO | load_mat_for_subject | Loaded MAT for S2 from D:\FYP\DATA_preproc\S2_data_preproc.mat
2025-08-21 21:34:27,155 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:27,291 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-08-21 21:34:27,431 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:27,467 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:34:28,778 | INFO | load_mat_for_subject | Loaded MAT for S3 from D:\FYP\DATA_preproc\S3_data_preproc.mat
2025-08-21 21:34:29,012 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:29,150 | INFO | load_subject | Loaded subject S3: EEG (66, 192000), two_streams=True
2025-08-21 21:34:29,340 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:29,379 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-08-21 21:34:30,719 | INFO | load_mat_for_subject | Loaded MAT for S4 from D:\FYP\DATA_preproc\S4_data_preproc.mat
2025-08-21 21:34:30,954 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:31,075 | INFO | load_subject | Loaded subject S4: EEG (66, 192000), two_streams=True
2025-08-21 21:34:31,253 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:31,290 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-08-21 21:34:32,607 | INFO | load_mat_for_subject | Loaded MAT for S5 from D:\FYP\DATA_preproc\S5_data_preproc.mat
2025-08-21 21:34:32,829 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:32,956 | INFO | load_subject | Loaded subject S5: EEG (66, 192000), two_streams=True
2025-08-21 21:34:33,114 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:33,155 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.433, B%=0.567
2025-08-21 21:34:34,498 | INFO | load_mat_for_subject | Loaded MAT for S6 from D:\FYP\DATA_preproc\S6_data_preproc.mat
2025-08-21 21:34:34,741 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:34,904 | INFO | load_subject | Loaded subject S6: EEG (66, 192000), two_streams=True
2025-08-21 21:34:35,084 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:35,128 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-08-21 21:34:36,556 | INFO | load_mat_for_subject | Loaded MAT for S7 from D:\FYP\DATA_preproc\S7_data_preproc.mat
2025-08-21 21:34:36,786 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:36,897 | INFO | load_subject | Loaded subject S7: EEG (66, 192000), two_streams=True
2025-08-21 21:34:37,045 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:37,084 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.633, B%=0.367
2025-08-21 21:34:38,367 | INFO | load_mat_for_subject | Loaded MAT for S8 from D:\FYP\DATA_preproc\S8_data_preproc.mat
2025-08-21 21:34:38,590 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:38,699 | INFO | load_subject | Loaded subject S8: EEG (66, 192000), two_streams=True
2025-08-21 21:34:38,844 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:38,881 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.333, B%=0.667
2025-08-21 21:34:40,180 | INFO | load_mat_for_subject | Loaded MAT for S9 from D:\FYP\DATA_preproc\S9_data_preproc.mat
2025-08-21 21:34:40,405 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:40,515 | INFO | load_subject | Loaded subject S9: EEG (66, 192000), two_streams=True
2025-08-21 21:34:40,662 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:40,699 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-08-21 21:34:41,946 | INFO | load_mat_for_subject | Loaded MAT for S10 from D:\FYP\DATA_preproc\S10_data_preproc.mat
2025-08-21 21:34:42,165 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:42,273 | INFO | load_subject | Loaded subject S10: EEG (66, 192000), two_streams=True
2025-08-21 21:34:42,420 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:42,456 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-08-21 21:34:43,810 | INFO | load_mat_for_subject | Loaded MAT for S11 from D:\FYP\DATA_preproc\S11_data_preproc.mat
2025-08-21 21:34:44,037 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:44,153 | INFO | load_subject | Loaded subject S11: EEG (66, 192000), two_streams=True
2025-08-21 21:34:44,304 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:44,347 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-08-21 21:34:45,740 | INFO | load_mat_for_subject | Loaded MAT for S12 from D:\FYP\DATA_preproc\S12_data_preproc.mat
2025-08-21 21:34:45,968 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:46,079 | INFO | load_subject | Loaded subject S12: EEG (66, 192000), two_streams=True
2025-08-21 21:34:46,228 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:46,265 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:34:47,599 | INFO | load_mat_for_subject | Loaded MAT for S13 from D:\FYP\DATA_preproc\S13_data_preproc.mat
2025-08-21 21:34:47,824 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:47,940 | INFO | load_subject | Loaded subject S13: EEG (66, 192000), two_streams=True
2025-08-21 21:34:48,088 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:48,131 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-08-21 21:34:49,429 | INFO | load_mat_for_subject | Loaded MAT for S14 from D:\FYP\DATA_preproc\S14_data_preproc.mat
2025-08-21 21:34:49,626 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:49,723 | INFO | load_subject | Loaded subject S14: EEG (66, 192000), two_streams=True
2025-08-21 21:34:49,854 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:49,889 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:34:51,179 | INFO | load_mat_for_subject | Loaded MAT for S15 from D:\FYP\DATA_preproc\S15_data_preproc.mat
2025-08-21 21:34:51,425 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:51,544 | INFO | load_subject | Loaded subject S15: EEG (66, 192000), two_streams=True
2025-08-21 21:34:51,722 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:51,761 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-21 21:34:53,053 | INFO | load_mat_for_subject | Loaded MAT for S16 from D:\FYP\DATA_preproc\S16_data_preproc.mat
2025-08-21 21:34:53,251 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:53,350 | INFO | load_subject | Loaded subject S16: EEG (66, 192000), two_streams=True
2025-08-21 21:34:53,477 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:53,510 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:34:54,739 | INFO | load_mat_for_subject | Loaded MAT for S17 from D:\FYP\DATA_preproc\S17_data_preproc.mat
2025-08-21 21:34:54,940 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:55,034 | INFO | load_subject | Loaded subject S17: EEG (66, 192000), two_streams=True
2025-08-21 21:34:55,165 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:55,199 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-08-21 21:34:56,492 | INFO | load_mat_for_subject | Loaded MAT for S18 from D:\FYP\DATA_preproc\S18_data_preproc.mat
2025-08-21 21:34:56,713 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:34:56,812 | INFO | load_subject | Loaded subject S18: EEG (66, 192000), two_streams=True
2025-08-21 21:34:56,959 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:34:56,993 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.367, B%=0.633
2025-08-21 21:40:04,521 | INFO | load_mat_for_subject | Loaded MAT for S1 from D:\FYP\DATA_preproc\S1_data_preproc.mat
2025-08-21 21:40:04,755 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:04,906 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-21 21:40:05,050 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:05,087 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-21 21:40:06,016 | INFO | load_mat_for_subject | Loaded MAT for S2 from D:\FYP\DATA_preproc\S2_data_preproc.mat
2025-08-21 21:40:06,272 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:06,408 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-08-21 21:40:06,565 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:06,601 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:40:07,538 | INFO | load_mat_for_subject | Loaded MAT for S3 from D:\FYP\DATA_preproc\S3_data_preproc.mat
2025-08-21 21:40:07,760 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:07,880 | INFO | load_subject | Loaded subject S3: EEG (66, 192000), two_streams=True
2025-08-21 21:40:08,046 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:08,083 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-08-21 21:40:08,981 | INFO | load_mat_for_subject | Loaded MAT for S4 from D:\FYP\DATA_preproc\S4_data_preproc.mat
2025-08-21 21:40:09,203 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:09,312 | INFO | load_subject | Loaded subject S4: EEG (66, 192000), two_streams=True
2025-08-21 21:40:09,455 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:09,492 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-08-21 21:40:10,430 | INFO | load_mat_for_subject | Loaded MAT for S5 from D:\FYP\DATA_preproc\S5_data_preproc.mat
2025-08-21 21:40:10,670 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:10,789 | INFO | load_subject | Loaded subject S5: EEG (66, 192000), two_streams=True
2025-08-21 21:40:10,947 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:10,983 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.433, B%=0.567
2025-08-21 21:40:12,045 | INFO | load_mat_for_subject | Loaded MAT for S6 from D:\FYP\DATA_preproc\S6_data_preproc.mat
2025-08-21 21:40:12,283 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:12,417 | INFO | load_subject | Loaded subject S6: EEG (66, 192000), two_streams=True
2025-08-21 21:40:12,596 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:12,638 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-08-21 21:40:13,584 | INFO | load_mat_for_subject | Loaded MAT for S7 from D:\FYP\DATA_preproc\S7_data_preproc.mat
2025-08-21 21:40:13,813 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:13,929 | INFO | load_subject | Loaded subject S7: EEG (66, 192000), two_streams=True
2025-08-21 21:40:14,086 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:14,122 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.633, B%=0.367
2025-08-21 21:40:15,085 | INFO | load_mat_for_subject | Loaded MAT for S8 from D:\FYP\DATA_preproc\S8_data_preproc.mat
2025-08-21 21:40:15,320 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:15,433 | INFO | load_subject | Loaded subject S8: EEG (66, 192000), two_streams=True
2025-08-21 21:40:15,585 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:15,619 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.333, B%=0.667
2025-08-21 21:40:16,516 | INFO | load_mat_for_subject | Loaded MAT for S9 from D:\FYP\DATA_preproc\S9_data_preproc.mat
2025-08-21 21:40:16,745 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:16,864 | INFO | load_subject | Loaded subject S9: EEG (66, 192000), two_streams=True
2025-08-21 21:40:17,053 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:17,091 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-08-21 21:40:18,066 | INFO | load_mat_for_subject | Loaded MAT for S10 from D:\FYP\DATA_preproc\S10_data_preproc.mat
2025-08-21 21:40:18,289 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:18,401 | INFO | load_subject | Loaded subject S10: EEG (66, 192000), two_streams=True
2025-08-21 21:40:18,575 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:18,609 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-08-21 21:40:19,504 | INFO | load_mat_for_subject | Loaded MAT for S11 from D:\FYP\DATA_preproc\S11_data_preproc.mat
2025-08-21 21:40:19,722 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:19,831 | INFO | load_subject | Loaded subject S11: EEG (66, 192000), two_streams=True
2025-08-21 21:40:19,975 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:20,015 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-08-21 21:40:20,954 | INFO | load_mat_for_subject | Loaded MAT for S12 from D:\FYP\DATA_preproc\S12_data_preproc.mat
2025-08-21 21:40:21,173 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:21,281 | INFO | load_subject | Loaded subject S12: EEG (66, 192000), two_streams=True
2025-08-21 21:40:21,431 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:21,467 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:40:22,403 | INFO | load_mat_for_subject | Loaded MAT for S13 from D:\FYP\DATA_preproc\S13_data_preproc.mat
2025-08-21 21:40:22,622 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:22,730 | INFO | load_subject | Loaded subject S13: EEG (66, 192000), two_streams=True
2025-08-21 21:40:22,880 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:22,918 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-08-21 21:40:23,797 | INFO | load_mat_for_subject | Loaded MAT for S14 from D:\FYP\DATA_preproc\S14_data_preproc.mat
2025-08-21 21:40:24,016 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:24,125 | INFO | load_subject | Loaded subject S14: EEG (66, 192000), two_streams=True
2025-08-21 21:40:24,271 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:24,308 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:40:25,240 | INFO | load_mat_for_subject | Loaded MAT for S15 from D:\FYP\DATA_preproc\S15_data_preproc.mat
2025-08-21 21:40:25,463 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:25,571 | INFO | load_subject | Loaded subject S15: EEG (66, 192000), two_streams=True
2025-08-21 21:40:25,717 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:25,756 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-21 21:40:26,694 | INFO | load_mat_for_subject | Loaded MAT for S16 from D:\FYP\DATA_preproc\S16_data_preproc.mat
2025-08-21 21:40:26,915 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:27,023 | INFO | load_subject | Loaded subject S16: EEG (66, 192000), two_streams=True
2025-08-21 21:40:27,172 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:27,207 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:40:28,100 | INFO | load_mat_for_subject | Loaded MAT for S17 from D:\FYP\DATA_preproc\S17_data_preproc.mat
2025-08-21 21:40:28,323 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:28,432 | INFO | load_subject | Loaded subject S17: EEG (66, 192000), two_streams=True
2025-08-21 21:40:28,574 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:28,614 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-08-21 21:40:29,535 | INFO | load_mat_for_subject | Loaded MAT for S18 from D:\FYP\DATA_preproc\S18_data_preproc.mat
2025-08-21 21:40:29,757 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:40:29,869 | INFO | load_subject | Loaded subject S18: EEG (66, 192000), two_streams=True
2025-08-21 21:40:30,013 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:40:30,051 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.367, B%=0.633
2025-08-21 21:42:40,240 | INFO | load_mat_for_subject | Loaded MAT for S1 from D:\FYP\DATA_preproc\S1_data_preproc.mat
2025-08-21 21:42:40,443 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:42:40,557 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-21 21:42:40,708 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:42:40,747 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-21 21:43:07,821 | INFO | load_mat_for_subject | Loaded MAT for S2 from D:\FYP\DATA_preproc\S2_data_preproc.mat
2025-08-21 21:43:08,025 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:08,138 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-08-21 21:43:08,289 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:08,329 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-08-21 21:43:15,948 | INFO | load_mat_for_subject | Loaded MAT for S3 from D:\FYP\DATA_preproc\S3_data_preproc.mat
2025-08-21 21:43:16,153 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:16,258 | INFO | load_subject | Loaded subject S3: EEG (66, 192000), two_streams=True
2025-08-21 21:43:16,405 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:16,445 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-08-21 21:43:24,013 | INFO | load_mat_for_subject | Loaded MAT for S4 from D:\FYP\DATA_preproc\S4_data_preproc.mat
2025-08-21 21:43:24,216 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:24,312 | INFO | load_subject | Loaded subject S4: EEG (66, 192000), two_streams=True
2025-08-21 21:43:24,441 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:24,474 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-08-21 21:43:31,571 | INFO | load_mat_for_subject | Loaded MAT for S5 from D:\FYP\DATA_preproc\S5_data_preproc.mat
2025-08-21 21:43:31,774 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:31,876 | INFO | load_subject | Loaded subject S5: EEG (66, 192000), two_streams=True
2025-08-21 21:43:32,030 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:32,065 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.433, B%=0.567
2025-08-21 21:43:39,131 | INFO | load_mat_for_subject | Loaded MAT for S6 from D:\FYP\DATA_preproc\S6_data_preproc.mat
2025-08-21 21:43:39,333 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:39,431 | INFO | load_subject | Loaded subject S6: EEG (66, 192000), two_streams=True
2025-08-21 21:43:39,561 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:39,595 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-08-21 21:43:43,390 | INFO | load_mat_for_subject | Loaded MAT for S7 from D:\FYP\DATA_preproc\S7_data_preproc.mat
2025-08-21 21:43:43,591 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:43,687 | INFO | load_subject | Loaded subject S7: EEG (66, 192000), two_streams=True
2025-08-21 21:43:43,815 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:43,850 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.633, B%=0.367
2025-08-21 21:43:46,141 | INFO | load_mat_for_subject | Loaded MAT for S8 from D:\FYP\DATA_preproc\S8_data_preproc.mat
2025-08-21 21:43:46,342 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:46,439 | INFO | load_subject | Loaded subject S8: EEG (66, 192000), two_streams=True
2025-08-21 21:43:46,568 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:46,602 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.333, B%=0.667
2025-08-21 21:43:55,662 | INFO | load_mat_for_subject | Loaded MAT for S9 from D:\FYP\DATA_preproc\S9_data_preproc.mat
2025-08-21 21:43:55,874 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:55,973 | INFO | load_subject | Loaded subject S9: EEG (66, 192000), two_streams=True
2025-08-21 21:43:56,100 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:56,135 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-08-21 21:43:59,086 | INFO | load_mat_for_subject | Loaded MAT for S10 from D:\FYP\DATA_preproc\S10_data_preproc.mat
2025-08-21 21:43:59,287 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:43:59,382 | INFO | load_subject | Loaded subject S10: EEG (66, 192000), two_streams=True
2025-08-21 21:43:59,510 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:43:59,544 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-08-21 21:44:04,569 | INFO | load_mat_for_subject | Loaded MAT for S11 from D:\FYP\DATA_preproc\S11_data_preproc.mat
2025-08-21 21:44:04,772 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-21 21:44:04,866 | INFO | load_subject | Loaded subject S11: EEG (66, 192000), two_streams=True
2025-08-21 21:44:04,995 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-21 21:44:05,030 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-08-21 21:46:47,634 | INFO | load_mat_for_subject | Loaded MAT for S12 from D:\FYP\DATA_preproc\S12_data_preproc.mat
2025-08-21 21:46:47,838 | INFO | _explode_trials_from_group | Exploded group into 60 trials
